"human","mouse","support_n","method","set_name","in_object"
"TMOD3","Tmod3",12,"babelgene","Shorer2025_NR",TRUE
"TNFRSF1A","Tnfrsf1a",12,"babelgene","Shorer2025_NR",TRUE
"TOMM22","Tomm22",11,"babelgene","Shorer2025_NR",TRUE
"TOP1","Top1",12,"babelgene","Shorer2025_NR",TRUE
"TPI1","Tpi1",11,"babelgene","Shorer2025_NR",TRUE
"TRAF4","Traf4",11,"babelgene","Shorer2025_NR",TRUE
"TRIM56","Trim56",12,"babelgene","Shorer2025_NR",TRUE
"TSEN54","Tsen54",11,"babelgene","Shorer2025_NR",TRUE
"TTC3","Ttc3",12,"babelgene","Shorer2025_NR",TRUE
"UBE2A","Ube2a",12,"babelgene","Shorer2025_NR",TRUE
"UBE2J1","Ube2j1",12,"babelgene","Shorer2025_NR",TRUE
"UBE2L3","Ube2l3",10,"babelgene","Shorer2025_NR",TRUE
"UBLCP1","Ublcp1",12,"babelgene","Shorer2025_NR",TRUE
"UFC1","Ufc1",12,"babelgene","Shorer2025_NR",TRUE
"UHMK1","Uhmk1",12,"babelgene","Shorer2025_NR",TRUE
"UPF2","Upf2",12,"babelgene","Shorer2025_NR",TRUE
"UQCRC2","Uqcrc2",12,"babelgene","Shorer2025_NR",TRUE
"UQCRH","Uqcrh",9,"babelgene","Shorer2025_NR",TRUE
"USF2","Usf2",12,"babelgene","Shorer2025_NR",TRUE
"USP15","Usp15",12,"babelgene","Shorer2025_NR",TRUE
"USP24","Usp24",12,"babelgene","Shorer2025_NR",TRUE
"USP34","Usp34",12,"babelgene","Shorer2025_NR",TRUE
"USP8","Usp8",12,"babelgene","Shorer2025_NR",TRUE
"VASP","Vasp",11,"babelgene","Shorer2025_NR",TRUE
"VDAC2","Vdac2",12,"babelgene","Shorer2025_NR",TRUE
"VPS13C","Vps13c",10,"babelgene","Shorer2025_NR",TRUE
"VPS26A","Vps26a",12,"babelgene","Shorer2025_NR",TRUE
"VPS29","Vps29",10,"babelgene","Shorer2025_NR",TRUE
"WAC","Wac",12,"babelgene","Shorer2025_NR",TRUE
"WBP11","Wbp11",11,"babelgene","Shorer2025_NR",TRUE
"WDR74","Wdr74",12,"babelgene","Shorer2025_NR",TRUE
"WIPF1","Wipf1",10,"babelgene","Shorer2025_NR",TRUE
"YBX1","Ybx1",11,"babelgene","Shorer2025_NR",TRUE
"YIPF4","Yipf4",12,"babelgene","Shorer2025_NR",TRUE
"YME1L1","Yme1l1",12,"babelgene","Shorer2025_NR",TRUE
"YTHDC1","Ythdc1",11,"babelgene","Shorer2025_NR",TRUE
"YWHAE","Ywhae",12,"babelgene","Shorer2025_NR",TRUE
"YWHAZ","Ywhaz",12,"babelgene","Shorer2025_NR",TRUE
"ZBTB1","Zbtb1",12,"babelgene","Shorer2025_NR",TRUE
"ZBTB38","Zbtb38",12,"babelgene","Shorer2025_NR",TRUE
"ZFAND6","Zfand6",12,"babelgene","Shorer2025_NR",TRUE
"ZFP90","Zfp90",12,"babelgene","Shorer2025_NR",TRUE
"ZNF207","Zfp207",12,"babelgene","Shorer2025_NR",TRUE
"ZNF428","Zfp428",12,"babelgene","Shorer2025_NR",TRUE
"ZNF511","Zfp511",12,"babelgene","Shorer2025_NR",TRUE
"ZNF800","Zfp800",11,"babelgene","Shorer2025_NR",TRUE
"ZNFX1","Znfx1",12,"babelgene","Shorer2025_NR",TRUE
"MX2","Mx2",NA,"title_case_validated","Shorer2025_NR",TRUE
"ANKRD36","Ankrd36",NA,"title_case_validated","Shorer2025_NR",TRUE
"H3F3A","H3f3a",NA,"title_case_validated","Shorer2025_NR",TRUE
"AAK1","Aak1",11,"babelgene","Shorer2025_R",TRUE
"AAMP","Aamp",12,"babelgene","Shorer2025_R",TRUE
"AASDHPPT","Aasdhppt",12,"babelgene","Shorer2025_R",TRUE
"ABCF3","Abcf3",12,"babelgene","Shorer2025_R",TRUE
"ABCG1","Abcg1",12,"babelgene","Shorer2025_R",TRUE
"ABI3","Abi3",10,"babelgene","Shorer2025_R",TRUE
"ABRACL","Abracl",11,"babelgene","Shorer2025_R",TRUE
"ABT1","Abt1",12,"babelgene","Shorer2025_R",TRUE
"ACAP2","Acap2",12,"babelgene","Shorer2025_R",TRUE
"ACD","Acd",11,"babelgene","Shorer2025_R",TRUE
"ACIN1","Acin1",11,"babelgene","Shorer2025_R",TRUE
"ACO2","Aco2",12,"babelgene","Shorer2025_R",TRUE
"ACP1","Acp1",11,"babelgene","Shorer2025_R",TRUE
"ACP5","Acp5",11,"babelgene","Shorer2025_R",TRUE
"ACTN4","Actn4",12,"babelgene","Shorer2025_R",TRUE
"ACTR2","Actr2",12,"babelgene","Shorer2025_R",TRUE
"ACTR3","Actr3",12,"babelgene","Shorer2025_R",TRUE
"ADAM10","Adam10",11,"babelgene","Shorer2025_R",TRUE
"ADAR","Adar",12,"babelgene","Shorer2025_R",TRUE
"ADGRE2","Adgre5",3,"babelgene","Shorer2025_R",TRUE
"ADGRE5","Adgre5",11,"babelgene","Shorer2025_R",TRUE
"ADGRG1","Adgrg1",12,"babelgene","Shorer2025_R",TRUE
"ADH5","Adh5",12,"babelgene","Shorer2025_R",TRUE
"ADI1","Adi1",12,"babelgene","Shorer2025_R",TRUE
"ADK","Adk",12,"babelgene","Shorer2025_R",TRUE
"ADRB2","Adrb2",11,"babelgene","Shorer2025_R",TRUE
"ADRM1","Adrm1",12,"babelgene","Shorer2025_R",TRUE
"ADSL","Adsl",11,"babelgene","Shorer2025_R",TRUE
"AFAP1L2","Afap1l2",12,"babelgene","Shorer2025_R",TRUE
"AHNAK","Ahnak",11,"babelgene","Shorer2025_R",TRUE
"AHR","Ahr",11,"babelgene","Shorer2025_R",TRUE
"AIP","Aip",12,"babelgene","Shorer2025_R",TRUE
"AKAP9","Akap9",11,"babelgene","Shorer2025_R",TRUE
"AKIRIN1","Akirin1",12,"babelgene","Shorer2025_R",TRUE
"AKIRIN2","Akirin2",12,"babelgene","Shorer2025_R",TRUE
"AKNA","Akna",12,"babelgene","Shorer2025_R",TRUE
"AKTIP","Aktip",12,"babelgene","Shorer2025_R",TRUE
"AMD1","Amd1",11,"babelgene","Shorer2025_R",TRUE
"ANAPC11","Anapc11",10,"babelgene","Shorer2025_R",TRUE
"ANAPC16","Anapc16",11,"babelgene","Shorer2025_R",TRUE
"ANAPC5","Anapc5",12,"babelgene","Shorer2025_R",TRUE
"ANKRD12","Ankrd12",11,"babelgene","Shorer2025_R",TRUE
"ANKRD28","Ankrd28",11,"babelgene","Shorer2025_R",TRUE
"ANKRD37","Ankrd37",12,"babelgene","Shorer2025_R",TRUE
"ANKRD49","Ankrd49",12,"babelgene","Shorer2025_R",TRUE
"ANP32A","Anp32a",11,"babelgene","Shorer2025_R",TRUE
"ANXA11","Anxa11",11,"babelgene","Shorer2025_R",TRUE
"ANXA2","Anxa2",10,"babelgene","Shorer2025_R",TRUE
"ANXA6","Anxa6",11,"babelgene","Shorer2025_R",TRUE
"ANXA7","Anxa7",10,"babelgene","Shorer2025_R",TRUE
"AP1M1","Ap1m1",12,"babelgene","Shorer2025_R",TRUE
"AP2B1","Ap2b1",10,"babelgene","Shorer2025_R",TRUE
"AP2M1","Ap2m1",12,"babelgene","Shorer2025_R",TRUE
"AP2S1","Ap2s1",12,"babelgene","Shorer2025_R",TRUE
"APBB1IP","Apbb1ip",12,"babelgene","Shorer2025_R",TRUE
"APH1A","Aph1a",12,"babelgene","Shorer2025_R",TRUE
"APOBEC3H","Apobec3",5,"babelgene","Shorer2025_R",TRUE
"APOL6","Apol6",11,"babelgene","Shorer2025_R",FALSE
"ARF4","Arf4",12,"babelgene","Shorer2025_R",TRUE
"ARF5","Arf5",12,"babelgene","Shorer2025_R",TRUE
"ARFGAP2","Arfgap2",12,"babelgene","Shorer2025_R",TRUE
"ARHGAP15","Arhgap15",12,"babelgene","Shorer2025_R",TRUE
"ARHGAP25","Arhgap25",12,"babelgene","Shorer2025_R",TRUE
"ARHGAP4","Arhgap4",11,"babelgene","Shorer2025_R",TRUE
"ARHGAP9","Arhgap9",10,"babelgene","Shorer2025_R",TRUE
"ARHGDIA","Arhgdia",11,"babelgene","Shorer2025_R",TRUE
"ARHGDIB","Arhgdib",12,"babelgene","Shorer2025_R",TRUE
"ARHGEF1","Arhgef1",12,"babelgene","Shorer2025_R",TRUE
"ARHGEF3","Arhgef3",12,"babelgene","Shorer2025_R",TRUE
"ARID4B","Arid4b",12,"babelgene","Shorer2025_R",TRUE
"ARID5A","Arid5a",11,"babelgene","Shorer2025_R",TRUE
"ARIH1","Arih1",12,"babelgene","Shorer2025_R",TRUE
"ARL14EP","Arl14ep",12,"babelgene","Shorer2025_R",TRUE
"ARL2BP","Arl2bp",10,"babelgene","Shorer2025_R",TRUE
"ARL4A","Arl4a",11,"babelgene","Shorer2025_R",TRUE
"ARL6IP4","Arl6ip4",9,"babelgene","Shorer2025_R",TRUE
"ARL6IP5","Arl6ip5",12,"babelgene","Shorer2025_R",TRUE
"ARPC1A","Arpc1a",10,"babelgene","Shorer2025_R",TRUE
"ARPC1B","Arpc1b",10,"babelgene","Shorer2025_R",TRUE
"ARPC3","Arpc3",12,"babelgene","Shorer2025_R",TRUE
"ARPC5","Arpc5",11,"babelgene","Shorer2025_R",TRUE
"ARPC5L","Arpc5l",10,"babelgene","Shorer2025_R",TRUE
"ARRB2","Arrb2",12,"babelgene","Shorer2025_R",TRUE
"ARRDC3","Arrdc3",12,"babelgene","Shorer2025_R",TRUE
"ASB2","Asb2",12,"babelgene","Shorer2025_R",TRUE
"ASF1A","Asf1a",11,"babelgene","Shorer2025_R",TRUE
"ASNSD1","Asnsd1",12,"babelgene","Shorer2025_R",TRUE
"ATF3","Atf3",12,"babelgene","Shorer2025_R",TRUE
"ATF4","Atf4",11,"babelgene","Shorer2025_R",TRUE
"ATM","Atm",11,"babelgene","Shorer2025_R",TRUE
"ATP10D","Atp10d",7,"babelgene","Shorer2025_R",TRUE
"ATP1A1","Atp1a1",12,"babelgene","Shorer2025_R",TRUE
"ATP1B3","Atp1b3",12,"babelgene","Shorer2025_R",TRUE
"ATP2A3","Atp2a3",11,"babelgene","Shorer2025_R",TRUE
"ATP2B4","Atp2b4",12,"babelgene","Shorer2025_R",TRUE
"ATP6AP2","Atp6ap2",11,"babelgene","Shorer2025_R",TRUE
"ATP6V0D1","Atp6v0d1",12,"babelgene","Shorer2025_R",TRUE
"ATP6V0E1","Atp6v0e",12,"babelgene","Shorer2025_R",TRUE
"ATP6V1E1","Atp6v1e1",12,"babelgene","Shorer2025_R",TRUE
"ATP6V1F","Atp6v1f",11,"babelgene","Shorer2025_R",TRUE
"ATP6V1G1","Atp6v1g1",11,"babelgene","Shorer2025_R",TRUE
"ATP8A1","Atp8a1",11,"babelgene","Shorer2025_R",TRUE
"ATRX","Atrx",11,"babelgene","Shorer2025_R",TRUE
"AURKAIP1","Aurkaip1",11,"babelgene","Shorer2025_R",TRUE
"AUTS2","Auts2",9,"babelgene","Shorer2025_R",TRUE
"AZIN1","Azin1",12,"babelgene","Shorer2025_R",TRUE
"B3GNT2","B3gnt2",12,"babelgene","Shorer2025_R",TRUE
"B4GALT1","B4galt1",12,"babelgene","Shorer2025_R",TRUE
"BACH1","Bach1",12,"babelgene","Shorer2025_R",TRUE
"BAG3","Bag3",11,"babelgene","Shorer2025_R",TRUE
"BAG6","Bag6",12,"babelgene","Shorer2025_R",TRUE
"BANF1","Banf1",11,"babelgene","Shorer2025_R",TRUE
"BANP","Banp",12,"babelgene","Shorer2025_R",TRUE
"BAZ1A","Baz1a",10,"babelgene","Shorer2025_R",TRUE
"BCAS2","Bcas2",12,"babelgene","Shorer2025_R",TRUE
"BCL2L1","Bcl2l1",11,"babelgene","Shorer2025_R",TRUE
"BCL3","Bcl3",12,"babelgene","Shorer2025_R",TRUE
"BCLAF1","Bclaf1",12,"babelgene","Shorer2025_R",TRUE
"BHLHE40","Bhlhe40",12,"babelgene","Shorer2025_R",TRUE
"BIN1","Bin1",12,"babelgene","Shorer2025_R",TRUE
"BIRC2","Birc2",11,"babelgene","Shorer2025_R",TRUE
"BLOC1S1","Bloc1s1",10,"babelgene","Shorer2025_R",TRUE
"BLVRA","Blvra",12,"babelgene","Shorer2025_R",TRUE
"BPTF","Bptf",12,"babelgene","Shorer2025_R",TRUE
"BRD2","Brd2",9,"babelgene","Shorer2025_R",TRUE
"BRK1","Brk1",12,"babelgene","Shorer2025_R",TRUE
"BSG","Bsg",11,"babelgene","Shorer2025_R",TRUE
"BST2","Bst2",11,"babelgene","Shorer2025_R",TRUE
"BTF3","Btf3",11,"babelgene","Shorer2025_R",TRUE
"BTF3L4","Btf3l4",11,"babelgene","Shorer2025_R",TRUE
"BTG2","Btg2",12,"babelgene","Shorer2025_R",TRUE
"BUD31","Bud31",11,"babelgene","Shorer2025_R",TRUE
"BZW1","Bzw1",12,"babelgene","Shorer2025_R",TRUE
"C11orf58","1110004F10Rik",12,"babelgene","Shorer2025_R",TRUE
"C12orf57","Grcc10",12,"babelgene","Shorer2025_R",TRUE
"C12orf75","1500009L16Rik",9,"babelgene","Shorer2025_R",TRUE
"C14orf119","1700123O20Rik",12,"babelgene","Shorer2025_R",TRUE
"C16orf54","AI467606",12,"babelgene","Shorer2025_R",TRUE
"C17orf49","0610010K14Rik",10,"babelgene","Shorer2025_R",TRUE
"C1D","C1d",12,"babelgene","Shorer2025_R",TRUE
"C1QBP","C1qbp",12,"babelgene","Shorer2025_R",TRUE
"C1orf43","4933434E20Rik",12,"babelgene","Shorer2025_R",TRUE
"C21orf91","D16Ertd472e",12,"babelgene","Shorer2025_R",TRUE
"C4orf3","1810037I17Rik",9,"babelgene","Shorer2025_R",TRUE
"C4orf48","Gm1673",8,"babelgene","Shorer2025_R",TRUE
"CACYBP","Cacybp",12,"babelgene","Shorer2025_R",TRUE
"CALCOCO2","Calcoco2",9,"babelgene","Shorer2025_R",FALSE
"CALM2","Calm2",7,"babelgene","Shorer2025_R",TRUE
"CALM3","Calm3",7,"babelgene","Shorer2025_R",TRUE
"CAMK4","Camk4",12,"babelgene","Shorer2025_R",TRUE
"CANT1","Cant1",12,"babelgene","Shorer2025_R",TRUE
"CANX","Canx",12,"babelgene","Shorer2025_R",TRUE
"CAP1","Cap1",11,"babelgene","Shorer2025_R",TRUE
"CAPN2","Capn2",12,"babelgene","Shorer2025_R",TRUE
"CAPZA2","Capza2",12,"babelgene","Shorer2025_R",TRUE
"CARHSP1","Carhsp1",10,"babelgene","Shorer2025_R",TRUE
"CAST","Cast",12,"babelgene","Shorer2025_R",TRUE
"CBX3","Cbx3",11,"babelgene","Shorer2025_R",TRUE
"CCDC115","Ccdc115",11,"babelgene","Shorer2025_R",TRUE
"CCDC12","Ccdc12",12,"babelgene","Shorer2025_R",TRUE
"CCDC167","Ccdc167",12,"babelgene","Shorer2025_R",TRUE
"CCDC174","Ccdc174",11,"babelgene","Shorer2025_R",TRUE
"CCDC28A","Ccdc28a",10,"babelgene","Shorer2025_R",TRUE
"CCDC59","Ccdc59",12,"babelgene","Shorer2025_R",TRUE
"CCDC85B","Ccdc85b",12,"babelgene","Shorer2025_R",TRUE
"CCDC90B","Ccdc90b",12,"babelgene","Shorer2025_R",TRUE
"CCM2","Ccm2",12,"babelgene","Shorer2025_R",TRUE
"CCND3","Ccnd3",12,"babelgene","Shorer2025_R",TRUE
"CCNDBP1","Ccndbp1",12,"babelgene","Shorer2025_R",TRUE
"CCNH","Ccnh",12,"babelgene","Shorer2025_R",TRUE
"CCNL1","Ccnl1",12,"babelgene","Shorer2025_R",TRUE
"CCNT1","Ccnt1",12,"babelgene","Shorer2025_R",TRUE
"CCPG1","Ccpg1",12,"babelgene","Shorer2025_R",TRUE
"CCT3","Cct3",12,"babelgene","Shorer2025_R",TRUE
"CCT4","Cct4",12,"babelgene","Shorer2025_R",TRUE
"CCT5","Cct5",12,"babelgene","Shorer2025_R",TRUE
"CCT6A","Cct6a",9,"babelgene","Shorer2025_R",TRUE
"CCT7","Cct7",12,"babelgene","Shorer2025_R",TRUE
"CCT8","Cct8",12,"babelgene","Shorer2025_R",TRUE
"CD28","Cd28",11,"babelgene","Shorer2025_R",TRUE
"CD2BP2","Cd2bp2",12,"babelgene","Shorer2025_R",TRUE
"CD38","Cd38",12,"babelgene","Shorer2025_R",TRUE
"CD3G","Cd3g",12,"babelgene","Shorer2025_R",TRUE
"CD48","Cd48",12,"babelgene","Shorer2025_R",TRUE
"CD55","Cd55",9,"babelgene","Shorer2025_R",TRUE
"CD59","Cd59b",10,"babelgene","Shorer2025_R",TRUE
"CD63","Cd63",11,"babelgene","Shorer2025_R",TRUE
"CD82","Cd82",12,"babelgene","Shorer2025_R",TRUE
"CD84","Cd84",11,"babelgene","Shorer2025_R",TRUE
"CD96","Cd96",11,"babelgene","Shorer2025_R",TRUE
"CDC123","Cdc123",12,"babelgene","Shorer2025_R",TRUE
"CDC14A","Cdc14a",12,"babelgene","Shorer2025_R",TRUE
"CDC26","Cdc26",12,"babelgene","Shorer2025_R",TRUE
"CDC37L1","Cdc37l1",12,"babelgene","Shorer2025_R",TRUE
"CDC40","Cdc40",12,"babelgene","Shorer2025_R",TRUE
"CDC42EP3","Cdc42ep3",12,"babelgene","Shorer2025_R",TRUE
"CDIPT","Cdipt",11,"babelgene","Shorer2025_R",TRUE
"CDK16","Cdk16",12,"babelgene","Shorer2025_R",TRUE
"CDK17","Cdk17",12,"babelgene","Shorer2025_R",TRUE
"CDK2AP2","Cdk2ap2",12,"babelgene","Shorer2025_R",TRUE
"CDKN1B","Cdkn1b",11,"babelgene","Shorer2025_R",TRUE
"CDKN2A","Cdkn2a",3,"babelgene","Shorer2025_R",TRUE
"CDKN2D","Cdkn2d",10,"babelgene","Shorer2025_R",TRUE
"CEBPD","Cebpd",9,"babelgene","Shorer2025_R",TRUE
"CEBPZ","Cebpz",12,"babelgene","Shorer2025_R",TRUE
"CELF2","Celf2",10,"babelgene","Shorer2025_R",TRUE
"CENPC","Cenpc1",11,"babelgene","Shorer2025_R",TRUE
"CENPE","Cenpe",11,"babelgene","Shorer2025_R",TRUE
"CEP57","Cep57",12,"babelgene","Shorer2025_R",TRUE
"CFLAR","Cflar",11,"babelgene","Shorer2025_R",TRUE
"CHCHD2","Chchd2",10,"babelgene","Shorer2025_R",TRUE
"CHCHD7","Chchd7",12,"babelgene","Shorer2025_R",TRUE
"CHD1","Chd1",10,"babelgene","Shorer2025_R",TRUE
"CHIC2","Chic2",12,"babelgene","Shorer2025_R",TRUE
"CHMP1B","Chmp1b",9,"babelgene","Shorer2025_R",TRUE
"CHMP2A","Chmp2a",12,"babelgene","Shorer2025_R",TRUE
"CHORDC1","Chordc1",12,"babelgene","Shorer2025_R",TRUE
"CHST11","Chst11",12,"babelgene","Shorer2025_R",TRUE
"CHST12","Chst12",11,"babelgene","Shorer2025_R",TRUE
"CHTF8","Chtf8",8,"babelgene","Shorer2025_R",TRUE
"CHTOP","Chtop",11,"babelgene","Shorer2025_R",TRUE
"CHURC1","Churc1",10,"babelgene","Shorer2025_R",TRUE
"CIAO1","Ciao1",12,"babelgene","Shorer2025_R",TRUE
"CIRBP","Cirbp",10,"babelgene","Shorer2025_R",TRUE
"CISH","Cish",12,"babelgene","Shorer2025_R",TRUE
"CKLF","Cklf",10,"babelgene","Shorer2025_R",TRUE
"CKS2","Cks2",12,"babelgene","Shorer2025_R",TRUE
"CLDND1","Cldnd1",11,"babelgene","Shorer2025_R",TRUE
"CLIC1","Clic1",12,"babelgene","Shorer2025_R",TRUE
"CLIC3","Clic3",10,"babelgene","Shorer2025_R",TRUE
"CLK1","Clk1",11,"babelgene","Shorer2025_R",TRUE
"CLK4","Clk4",12,"babelgene","Shorer2025_R",TRUE
"CLNS1A","Clns1a",12,"babelgene","Shorer2025_R",TRUE
"CLSTN3","Clstn3",12,"babelgene","Shorer2025_R",TRUE
"CLTA","Clta",12,"babelgene","Shorer2025_R",TRUE
"CLTB","Cltb",11,"babelgene","Shorer2025_R",TRUE
"CMC2","Cmc2",9,"babelgene","Shorer2025_R",TRUE
"CMIP","Cmip",10,"babelgene","Shorer2025_R",TRUE
"CMSS1","Cmss1",12,"babelgene","Shorer2025_R",TRUE
"CMTM3","Cmtm3",11,"babelgene","Shorer2025_R",TRUE
"CMTM6","Cmtm6",12,"babelgene","Shorer2025_R",TRUE
"CMTM7","Cmtm7",12,"babelgene","Shorer2025_R",TRUE
"CNBP","Cnbp",11,"babelgene","Shorer2025_R",TRUE
"CNIH1","Cnih1",11,"babelgene","Shorer2025_R",TRUE
"CNN2","Cnn2",12,"babelgene","Shorer2025_R",TRUE
"CNOT6L","Cnot6l",11,"babelgene","Shorer2025_R",TRUE
"CNOT7","Cnot7",12,"babelgene","Shorer2025_R",TRUE
"CNOT8","Cnot8",12,"babelgene","Shorer2025_R",TRUE
"CNPPD1","Cnppd1",12,"babelgene","Shorer2025_R",TRUE
"CNPY3","Cnpy3",12,"babelgene","Shorer2025_R",TRUE
"COA3","Coa3",12,"babelgene","Shorer2025_R",TRUE
"COMMD5","Commd5",11,"babelgene","Shorer2025_R",TRUE
"COMMD7","Commd7",7,"babelgene","Shorer2025_R",TRUE
"COMMD8","Commd8",11,"babelgene","Shorer2025_R",TRUE
"COPB2","Copb2",10,"babelgene","Shorer2025_R",TRUE
"COPE","Cope",12,"babelgene","Shorer2025_R",TRUE
"COPS6","Cops6",12,"babelgene","Shorer2025_R",TRUE
"COPS8","Cops8",12,"babelgene","Shorer2025_R",TRUE
"COPZ1","Copz1",12,"babelgene","Shorer2025_R",TRUE
"CORO1A","Coro1a",12,"babelgene","Shorer2025_R",TRUE
"COTL1","Cotl1",12,"babelgene","Shorer2025_R",TRUE
"COX16","Cox16",11,"babelgene","Shorer2025_R",TRUE
"COX20","Cox20",11,"babelgene","Shorer2025_R",TRUE
"COX5A","Cox5a",12,"babelgene","Shorer2025_R",TRUE
"COX6A1","Cox6a1",9,"babelgene","Shorer2025_R",TRUE
"COX6C","Cox6c",9,"babelgene","Shorer2025_R",TRUE
"COX7A2L","Cox7a2l",12,"babelgene","Shorer2025_R",TRUE
"COX7B","Cox7b",10,"babelgene","Shorer2025_R",TRUE
"COX8A","Cox8a",12,"babelgene","Shorer2025_R",TRUE
"CPNE3","Cpne3",11,"babelgene","Shorer2025_R",TRUE
"CRBN","Crbn",12,"babelgene","Shorer2025_R",TRUE
"CREBZF","Crebzf",10,"babelgene","Shorer2025_R",TRUE
"CRIM1","Crim1",12,"babelgene","Shorer2025_R",TRUE
"CRIP1","Crip1",11,"babelgene","Shorer2025_R",TRUE
"CRIPT","Cript",12,"babelgene","Shorer2025_R",TRUE
"CRTAM","Crtam",12,"babelgene","Shorer2025_R",TRUE
"CSF1","Csf1",12,"babelgene","Shorer2025_R",TRUE
"CSK","Csk",11,"babelgene","Shorer2025_R",TRUE
"CSTB","Cstb",11,"babelgene","Shorer2025_R",TRUE
"CTNNB1","Ctnnb1",12,"babelgene","Shorer2025_R",TRUE
"CTR9","Ctr9",12,"babelgene","Shorer2025_R",TRUE
"CTSA","Ctsa",12,"babelgene","Shorer2025_R",TRUE
"CTSH","Ctsh",11,"babelgene","Shorer2025_R",TRUE
"CWC15","Cwc15",11,"babelgene","Shorer2025_R",TRUE
"CYB5R3","Cyb5r3",11,"babelgene","Shorer2025_R",TRUE
"CYBA","Cyba",12,"babelgene","Shorer2025_R",TRUE
"CYC1","Cyc1",12,"babelgene","Shorer2025_R",TRUE
"CYCS","Cycs",9,"babelgene","Shorer2025_R",TRUE
"CYFIP2","Cyfip2",11,"babelgene","Shorer2025_R",TRUE
"CYLD","Cyld",12,"babelgene","Shorer2025_R",TRUE
"CYP20A1","Cyp20a1",12,"babelgene","Shorer2025_R",TRUE
"CYSTM1","Cystm1",7,"babelgene","Shorer2025_R",TRUE
"CYTH4","Cyth4",12,"babelgene","Shorer2025_R",TRUE
"DAD1","Dad1",12,"babelgene","Shorer2025_R",TRUE
"DAZAP2","Dazap2",10,"babelgene","Shorer2025_R",TRUE
"DBF4","Dbf4",12,"babelgene","Shorer2025_R",TRUE
"DBNL","Dbnl",11,"babelgene","Shorer2025_R",TRUE
"DCAF7","Dcaf7",12,"babelgene","Shorer2025_R",TRUE
"DCTN2","Dctn2",12,"babelgene","Shorer2025_R",TRUE
"DCXR","Dcxr",12,"babelgene","Shorer2025_R",TRUE
"DDB1","Ddb1",12,"babelgene","Shorer2025_R",TRUE
"DDIT3","Ddit3",6,"babelgene","Shorer2025_R",TRUE
"DDOST","Ddost",10,"babelgene","Shorer2025_R",TRUE
"DDRGK1","Ddrgk1",12,"babelgene","Shorer2025_R",TRUE
"DDX17","Ddx17",11,"babelgene","Shorer2025_R",TRUE
"DDX18","Ddx18",12,"babelgene","Shorer2025_R",TRUE
"DDX21","Ddx21",11,"babelgene","Shorer2025_R",TRUE
"DDX27","Ddx27",9,"babelgene","Shorer2025_R",TRUE
"DDX3X","Ddx3x",10,"babelgene","Shorer2025_R",TRUE
"DDX46","Ddx46",12,"babelgene","Shorer2025_R",TRUE
"DDX56","Ddx56",12,"babelgene","Shorer2025_R",TRUE
"DEDD2","Dedd2",12,"babelgene","Shorer2025_R",TRUE
"DEF6","Def6",12,"babelgene","Shorer2025_R",TRUE
"DENND1B","Dennd1b",11,"babelgene","Shorer2025_R",TRUE
"DENR","Denr",12,"babelgene","Shorer2025_R",TRUE
"DERL2","Derl2",12,"babelgene","Shorer2025_R",TRUE
"DGUOK","Dguok",11,"babelgene","Shorer2025_R",TRUE
"DHX30","Dhx30",12,"babelgene","Shorer2025_R",TRUE
"DIAPH1","Diaph1",10,"babelgene","Shorer2025_R",TRUE
"DKK3","Dkk3",12,"babelgene","Shorer2025_R",TRUE
"DLD","Dld",12,"babelgene","Shorer2025_R",TRUE
"DNAJA1","Dnaja1",12,"babelgene","Shorer2025_R",TRUE
"DNAJB4","Dnajb4",12,"babelgene","Shorer2025_R",TRUE
"DNAJB6","Dnajb6",12,"babelgene","Shorer2025_R",TRUE
"DNAJB9","Dnajb9",11,"babelgene","Shorer2025_R",TRUE
"DNAJC15","Dnajc15",12,"babelgene","Shorer2025_R",TRUE
"DNAJC8","Dnajc8",11,"babelgene","Shorer2025_R",TRUE
"DNPH1","Dnph1",10,"babelgene","Shorer2025_R",TRUE
"DNTTIP2","Dnttip2",11,"babelgene","Shorer2025_R",TRUE
"DOCK10","Dock10",11,"babelgene","Shorer2025_R",TRUE
"DOK2","Dok2",12,"babelgene","Shorer2025_R",TRUE
"DPF2","Dpf2",12,"babelgene","Shorer2025_R",TRUE
"DPY30","Dpy30",8,"babelgene","Shorer2025_R",TRUE
"DRAP1","Drap1",12,"babelgene","Shorer2025_R",TRUE
"DRG1","Drg1",12,"babelgene","Shorer2025_R",TRUE
"DSTN","Dstn",12,"babelgene","Shorer2025_R",TRUE
"DTHD1","Dthd1",9,"babelgene","Shorer2025_R",TRUE
"DUSP10","Dusp10",11,"babelgene","Shorer2025_R",TRUE
"DUSP11","Dusp11",12,"babelgene","Shorer2025_R",TRUE
"DUSP16","Dusp16",11,"babelgene","Shorer2025_R",TRUE
"DUSP5","Dusp5",11,"babelgene","Shorer2025_R",TRUE
"DUT","Dut",10,"babelgene","Shorer2025_R",TRUE
"DYNLL1","Dynll1",8,"babelgene","Shorer2025_R",TRUE
"DYNLT1","Dynlt1b",10,"babelgene","Shorer2025_R",TRUE
"DYNLT3","Dynlt3",12,"babelgene","Shorer2025_R",TRUE
"DZIP3","Dzip3",12,"babelgene","Shorer2025_R",TRUE
"EAPP","Eapp",12,"babelgene","Shorer2025_R",TRUE
"ECHDC1","Echdc1",12,"babelgene","Shorer2025_R",TRUE
